model_name,description,term,coef,se,z,p_value,or,ci_low,ci_high,aic,nobs,positives,max_vif
baseline,Baseline interaction model without stopped-context or operator controls.,rear_end_c,0.11339164078456,0.2412047795354445,0.4701052815078956,0.6382798009844144,1.12007051235441,0.6981222557841139,1.7970462082415368,431.22354931196736,340,109,1.03734856107907
baseline,Baseline interaction model without stopped-context or operator controls.,mode_autonomous_c,0.187008390610671,0.2478338981093431,0.7545714772567708,0.4505061430536147,1.2056374010415276,0.7417543733556089,1.9596265219366744,431.22354931196736,340,109,1.03734856107907
baseline,Baseline interaction model without stopped-context or operator controls.,rear_mode_int,0.771550138948695,0.4951754594849292,1.558134847294825,0.1192012855830157,2.163116787800697,0.8195696220459985,5.709184566875752,431.22354931196736,340,109,1.03734856107907
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",rear_end_c,0.3417866142072844,0.2557666185690906,1.3363222148356986,0.1814439785173714,1.4074599335149087,0.852564215436825,2.3235123273791443,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",mode_autonomous_c,0.230567960745956,0.2528930468003321,0.911721234186393,0.3619154830203072,1.2593150483676387,0.767134370757279,2.06727067838153,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",rear_mode_int,0.9264202922958218,0.5068888328554835,1.8276597002087611,0.0676006399022348,2.5254525952184705,0.9351357582290468,6.82030470396528,426.0555694945666,340,109,1.450227272506206
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,rear_end_c,0.2423756044649507,0.2615338970681711,0.9267464263027188,0.3540582065709921,1.274272725466319,0.7632104897393929,2.1275532774999153,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,mode_autonomous_c,0.2594540643812633,0.2552459492263667,1.0164865110206494,0.309397767724335,1.2962222395735008,0.7859840311973274,2.137692405538347,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,rear_mode_int,1.1340070389306949,0.5219762441342524,2.1725261478356246,0.029815999570814,3.10808580195415,1.11734171972282,8.645696461334484,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,narrative_mentions_stopped,0.5494994831512581,0.2555790116155264,2.1500180303454774,0.0315537886079972,1.7323857125973765,1.0497728686311738,2.858866281355519,423.4336788520262,340,109,1.641955406884095
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,rear_end_c,0.3433237751506546,0.2786877399319161,1.23192995585141,0.2179752502426969,1.4096250896244396,0.8163646424797797,2.4340139073917886,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,mode_autonomous_c,0.1609308887807471,0.2898105687799276,0.5552968252960871,0.5786916499853894,1.1746037877087336,0.6655860232843389,2.072901187575415,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,rear_mode_int,1.1698051858722278,0.5521450907735292,2.1186554139843676,0.0341195989432992,3.2213650099803757,1.0915740026149383,9.50663216847104,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,narrative_mentions_stopped,0.7097305750408058,0.2877903556578917,2.4661374541838086,0.0136578911684723,2.033443324451777,1.156816508152372,3.5743713239030477,394.71767721136,340,109,2.512340499554412
